ta,rh,v,met,clo,thermal_sensation
32.8,52.7,0.4,1.0,0.27,0
32.9,52.3,0.6,1.0,0.27,1
33.9,49.3,0.35,1.0,0.36,3
33.4,49.6,0.15,1.0,0.27,3
32.1,52.6,0.7,1.0,0.45,2
34.1,47.9,0.05,1.0,0.27,1
32.4,54.2,0.0,1.0,0.71,2
32.4,54.2,0.0,1.0,0.36,2
28.5,76.9,0.1,1.0,0.28,0
29.0,73.8,1.23,1.0,0.28,0
28.9,71.5,0.65,1.0,0.54,0
30.4,76.5,0.3,1.0,0.27,0
28.2,75.7,1.2,1.0,0.27,-2
30.3,75.6,1.38,1.0,0.28,-1
27.5,81.2,1.15,0.8,0.27,-1
27.8,80.6,0.33,1.2,0.28,-1
28.1,80.7,1.48,1.0,0.29,0
28.4,78.9,0.13,1.0,0.54,-1
27.8,89.3,0.0,1.0,0.37,-1
27.6,89.6,0.13,1.0,0.27,-1
27.4,92.4,0.13,1.2,0.54,-1
27.7,94.2,0.0,0.8,0.46,-1
27.9,91.7,0.0,1.0,0.54,-1
27.9,90.0,0.0,1.0,0.28,-1
27.6,89.0,0.05,1.0,0.27,0
29.3,75.5,1.7,1.0,0.29,-2
27.3,24.6,0.0,1.0,0.66,0
29.1,71.5,1.88,1.2,0.39,0
28.6,80.4,1.55,1.0,0.27,-2
30.4,76.4,0.13,1.0,0.36,-1
30.0,76.6,0.45,1.0,0.57,0
31.2,69.9,0.45,1.0,0.55,0
31.1,69.4,0.03,1.0,0.54,1
31.6,57.5,0.2,1.2,0.62,1
31.1,64.6,1.28,1.2,0.57,0
30.8,63.6,1.65,1.2,0.36,-1
31.4,63.6,1.33,1.2,0.37,-1
30.8,63.3,0.73,1.2,0.38,-1
30.2,65.3,0.58,1.0,0.29,1
30.3,66.3,1.28,1.0,0.2,1
30.4,42.7,0.83,1.2,0.28,1
30.1,43.6,0.88,1.0,0.38,-1
30.3,43.6,0.38,1.0,0.36,1
29.9,42.6,1.93,1.0,0.27,0
31.8,31.2,0.55,1.0,0.55,1
30.3,38.6,0.63,1.0,0.28,0
30.1,39.0,0.43,1.0,0.27,0
28.2,45.4,1.2,1.0,0.44,-1
28.2,46.2,1.2,1.0,0.39,-1
31.2,37.2,0.68,1.0,0.54,0
31.9,36.5,1.2,1.0,0.55,-1
30.7,34.6,1.0,1.0,0.54,0
30.4,34.4,1.63,1.0,0.28,1
30.8,33.1,1.3,0.8,0.19,0
31.4,37.7,0.0,1.0,0.28,0
31.5,31.7,1.4,1.0,0.39,0
29.7,76.4,1.0,1.2,0.54,0
29.9,69.0,0.93,0.8,0.36,-1
30.7,66.9,0.0,1.2,0.54,0
30.5,71.3,0.7,1.2,0.54,0
29.1,81.5,0.2,1.0,0.53,0
29.3,81.7,0.8,1.0,0.27,-1
29.3,82.7,0.73,1.0,0.49,-1
30.3,73.7,0.3,1.0,0.54,-1
29.6,76.7,0.15,1.0,0.27,-1
28.6,79.3,0.45,1.0,0.28,0
28.5,79.5,1.15,1.0,0.27,-1
30.6,74.6,0.5,0.8,0.54,-1
29.0,78.2,0.4,0.8,0.27,-1
28.6,75.5,0.63,1.0,0.54,-1
29.2,77.5,0.2,1.0,0.36,-1
29.2,77.5,0.1,1.0,0.54,1
29.2,78.3,0.53,1.0,0.47,1
29.4,70.0,1.0,1.0,0.44,-1
29.0,78.4,1.25,1.0,0.53,-1
30.4,61.1,0.1,1.0,0.27,0
29.8,64.4,0.45,1.0,0.57,-1
29.7,65.5,1.23,1.0,0.37,-1
29.7,68.8,0.45,1.0,0.62,0
29.8,66.1,0.7,0.8,0.28,0
30.4,66.6,1.35,1.0,0.27,1
29.9,67.6,0.85,1.0,0.55,1
29.8,68.1,0.23,1.0,0.55,1
31.5,67.4,0.0,1.0,0.38,0
31.8,66.0,0.0,1.2,0.29,0
31.2,68.5,0.0,1.0,0.38,-1
31.0,69.8,0.0,1.2,0.36,1
30.7,73.4,0.0,1.2,0.28,-1
30.0,60.1,0.25,1.0,0.38,-1
27.8,23.5,0.0,1.0,0.47,0
27.9,23.0,0.0,0.8,0.47,-1
27.5,23.4,0.0,1.0,0.28,-1
36.0,22.9,1.2,1.0,0.36,1
36.1,15.7,0.3,1.2,0.39,2
37.6,18.8,0.8,1.2,0.51,0
38.7,16.6,0.5,1.2,0.53,3
38.6,18.1,0.9,1.0,0.54,3
38.2,20.2,0.4,1.0,0.54,3
38.9,16.8,0.4,1.0,0.54,3
38.7,16.7,0.6,1.6,0.27,3
38.5,16.1,0.5,1.0,0.54,3
37.8,18.4,0.6,1.2,0.53,3
36.1,18.9,1.0,1.0,0.54,1
38.2,19.4,0.2,1.0,0.36,2
39.3,18.6,0.45,1.0,0.29,2
36.5,19.5,0.4,1.2,0.71,1
38.1,19.5,0.4,1.0,0.55,1
37.3,17.7,0.7,2.0,0.51,1
38.0,19.1,0.4,1.0,0.54,2
36.2,19.4,0.45,1.0,0.55,2
38.9,17.8,0.55,1.0,0.36,2
38.0,18.4,0.55,1.0,0.12,1
36.3,18.9,0.4,2.0,0.47,0
37.8,20.1,0.75,1.0,0.61,1
36.2,16.4,1.1,1.0,0.27,1
36.7,23.7,0.6,1.0,0.13,1
36.5,23.8,0.6,1.0,0.8,2
36.2,27.3,0.9,1.0,0.54,0
35.8,28.1,0.2,1.0,0.54,0
36.5,21.9,0.6,1.0,0.54,2
36.0,23.5,0.6,1.0,0.54,1
30.5,41.8,1.3,1.0,0.54,2
35.6,38.4,1.3,1.0,0.54,2
18.4,22.5,0.0,1.0,0.27,-1
19.6,18.1,0.0,1.2,0.78,-1
20.7,17.3,0.0,1.0,0.82,-2
15.1,37.2,0.0,1.0,0.75,-2
15.2,33.9,0.0,1.0,0.61,0
17.6,34.7,0.0,1.0,0.74,-1
17.6,34.0,0.0,1.2,1.21,-2
19.9,32.6,0.0,1.2,0.8,-1
19.4,34.2,0.0,1.0,0.8,-2
18.7,32.7,0.0,1.0,0.83,-1
18.7,32.7,0.0,1.0,0.79,-3
21.6,24.1,0.0,1.0,0.49,-2
21.3,25.3,0.0,1.0,0.84,0
36.0,26.4,0.7,1.0,0.36,0
21.4,28.7,0.0,1.2,1.21,-1
21.8,24.7,0.0,1.0,0.95,-1
23.3,25.6,0.0,1.0,0.83,-1
22.5,24.1,0.0,1.2,1.03,0
21.8,32.2,0.0,1.2,0.96,-1
22.2,26.5,0.0,1.0,0.96,-1
36.4,23.5,0.5,1.0,0.54,3
35.5,28.2,0.65,1.2,0.36,3
36.2,28.3,1.2,1.2,0.66,0
36.3,24.9,0.9,1.0,0.8,1
36.4,26.1,0.8,1.0,0.55,2
36.1,21.9,0.4,1.6,0.37,2
36.1,22.7,0.6,1.0,0.54,1
35.6,18.4,0.6,1.0,0.55,3
21.2,29.6,0.0,1.0,1.0,-1
19.5,23.8,0.0,1.0,0.3,-1
36.3,27.5,0.63,1.0,0.51,3
21.9,33.9,0.27,1.0,0.8,-1
22.3,37.9,0.27,1.0,0.72,-1
23.5,30.0,0.56,1.0,0.28,2
21.0,29.8,0.25,1.0,0.53,-1
26.2,24.0,0.24,1.0,0.57,1
22.5,21.2,0.45,1.0,0.54,-1
25.0,22.6,0.26,1.0,0.28,1
21.9,25.5,0.3,0.8,0.8,0
21.7,27.5,0.25,1.0,0.73,1
21.8,28.5,0.24,1.0,0.37,0
23.2,26.9,0.26,1.0,0.55,-1
23.1,40.2,0.24,1.0,0.54,0
22.6,34.6,0.25,1.0,0.36,-1
22.3,29.4,0.26,1.0,0.87,-1
22.9,32.0,0.29,1.0,0.28,-1
23.7,29.7,0.25,1.0,0.54,0
23.0,27.1,0.25,1.0,0.48,0
23.0,31.2,0.25,1.0,0.54,1
22.9,30.1,0.24,1.0,0.8,2
22.6,28.2,0.25,1.0,0.27,0
23.5,27.4,0.25,1.0,0.54,-1
22.9,35.4,0.26,1.0,0.79,-1
23.2,26.0,0.25,1.0,0.54,0
22.4,26.8,0.25,1.0,0.53,1
24.0,29.6,0.24,1.0,0.71,0
26.1,23.9,0.25,1.2,0.54,0
26.7,20.3,0.35,1.0,0.78,0
21.2,32.8,0.36,1.0,0.53,-1
20.5,38.4,0.25,1.0,0.55,0
21.0,36.3,0.28,1.0,0.54,0
18.2,41.0,0.29,1.0,0.62,-2
37.9,19.7,0.85,1.6,0.55,0
37.5,20.3,1.2,1.0,0.37,2
37.5,27.2,0.75,2.0,0.36,0
37.6,20.1,0.75,2.0,0.36,2
37.7,19.5,0.65,1.6,0.56,1
38.0,21.2,0.45,1.2,0.36,2
36.9,27.2,0.5,1.2,0.4,2
36.1,27.6,0.45,1.2,0.62,1
36.6,19.8,0.6,1.0,0.54,1
37.7,19.7,0.63,1.2,0.28,1
37.9,19.8,0.93,1.0,0.55,1
37.9,19.7,0.7,1.0,0.36,0
37.7,19.5,0.75,1.0,0.38,2
32.0,26.0,0.65,1.0,0.57,0
35.9,22.0,0.3,1.0,0.54,2
35.4,27.5,0.68,1.0,0.57,1
36.3,27.1,1.13,1.0,0.65,1
36.0,23.2,0.5,1.0,0.04,2
32.2,26.8,0.28,1.0,0.64,0
33.0,27.0,0.3,1.0,0.38,0
33.6,26.6,0.33,1.0,0.55,1
32.3,26.2,0.35,1.0,0.57,0
21.8,34.8,0.24,1.0,0.8,-1
21.7,35.4,0.23,1.0,0.54,-1
18.2,39.7,0.27,1.0,0.27,-2
19.1,39.8,0.25,1.0,0.54,-2
18.7,40.7,0.28,1.0,0.54,-1
34.8,22.4,0.3,1.0,0.4,0
31.5,58.2,0.7,1.0,0.29,1
19.8,20.4,0.0,1.0,0.47,-1
18.7,21.6,0.0,1.0,0.97,-2
27.1,24.0,0.0,1.0,0.58,-1
28.2,23.0,0.0,1.0,0.57,-1
28.2,22.9,0.05,1.0,0.54,0
27.9,23.3,0.05,1.0,0.36,-1
27.8,21.8,0.18,1.0,0.57,0
31.9,22.3,0.2,1.0,0.5,-1
30.7,22.5,0.0,1.0,0.48,-1
29.7,23.4,0.0,1.0,0.36,0
29.1,26.5,0.0,1.0,0.71,-1
28.8,25.6,0.0,1.0,0.49,0
27.7,24.5,0.0,1.0,0.72,-1
27.8,24.6,0.05,1.0,0.31,1
28.4,26.5,0.0,1.0,0.55,0
28.4,35.7,0.78,1.0,0.38,0
28.7,35.2,0.05,1.0,0.49,0
28.4,36.1,0.58,1.0,0.48,0
28.3,37.8,1.0,1.0,0.49,0
28.2,37.9,1.05,1.0,0.54,-1
28.6,40.3,0.05,1.0,0.55,0
28.5,37.2,0.0,1.0,0.45,-1
28.9,36.5,0.0,1.0,0.28,0
28.8,37.5,0.0,1.0,0.37,-1
28.1,35.4,0.0,1.0,0.37,1
28.5,37.0,0.0,1.0,0.54,0
28.3,36.6,0.0,1.0,0.37,0
29.0,37.4,0.0,1.0,0.36,0
28.9,38.4,0.0,1.0,0.55,-1
28.4,24.8,0.0,1.0,0.55,-1
27.6,21.2,0.85,1.0,0.54,0
28.7,24.4,0.0,1.0,0.27,0
28.5,21.9,0.0,1.0,0.38,1
27.6,24.1,0.0,1.0,0.71,-1
27.6,29.8,0.0,1.0,0.8,-1
27.6,24.2,0.0,1.0,0.28,-1
28.3,20.4,0.05,1.0,0.54,-2
28.5,20.2,0.05,1.0,0.55,0
28.0,23.6,0.13,1.0,0.65,-1
27.5,19.0,0.05,1.0,0.27,-2
28.4,20.5,0.1,1.0,0.27,-1
28.3,20.4,0.1,1.0,0.27,-1
29.2,20.3,0.0,1.0,0.54,0
29.5,19.0,0.0,1.0,0.36,0
29.4,19.3,0.0,1.0,0.36,0
30.4,17.3,0.0,1.0,0.27,-1
29.6,36.3,0.0,1.0,0.37,0
29.9,17.3,0.0,1.0,0.54,0
30.8,15.9,0.63,1.0,0.27,-1
28.5,19.1,0.0,1.0,0.54,-1
29.9,19.2,0.0,1.0,0.54,0
28.9,19.0,0.05,1.0,0.54,-1
28.7,18.4,0.05,1.0,0.55,0
29.5,25.5,0.0,1.0,0.66,-1
29.3,25.8,0.0,1.0,0.54,0
28.7,21.4,0.0,1.0,0.54,-1
29.1,21.1,0.0,1.0,0.48,-1
29.0,20.9,0.0,1.0,0.55,-1
28.8,22.2,0.1,1.0,0.54,0
28.9,22.3,0.05,1.0,0.72,1
28.8,22.0,0.35,1.0,0.47,1
31.2,16.6,0.33,1.0,0.27,1
18.6,23.5,0.0,1.0,0.52,1
19.7,30.8,0.0,1.0,0.73,0
20.1,28.9,0.0,1.0,0.54,-2
17.1,70.5,0.0,1.0,0.57,0
26.2,19.2,0.0,1.0,0.36,1
25.1,16.5,0.0,1.0,0.36,1
24.6,16.8,0.0,1.0,0.55,2
24.9,19.3,0.2,1.0,0.51,-2
25.2,17.5,0.0,1.0,0.38,-1
25.2,22.8,0.0,1.0,0.54,0
18.6,64.2,0.0,1.0,0.96,-3
18.6,62.5,0.0,1.0,0.65,-3
19.6,62.8,0.0,1.0,0.86,-1
17.5,66.4,0.0,1.0,0.38,-3
14.7,40.6,0.0,1.0,0.91,-2
15.2,40.1,0.0,1.0,0.72,-1
15.5,35.2,0.0,1.0,0.72,-2
16.5,40.9,0.0,1.0,0.62,-1
16.8,34.4,0.0,1.0,0.53,-2
17.4,32.9,0.0,1.2,0.85,0
17.1,33.0,0.0,1.2,0.97,-1
17.0,32.7,0.0,1.2,1.16,-1
16.8,37.8,0.0,1.2,0.5,-2
17.7,33.1,0.0,1.2,0.7,-1
17.4,28.0,0.0,1.0,0.81,0
15.6,22.4,0.0,1.0,0.93,-1
18.0,20.5,0.0,1.0,0.59,-1
20.2,22.3,0.0,1.0,0.64,-1
18.4,24.2,0.0,1.0,0.53,-2
18.8,25.1,0.0,1.0,0.98,-1
17.2,69.5,0.0,1.0,0.48,-3
16.8,71.4,0.0,1.2,0.82,-1
17.1,58.4,0.0,1.2,0.61,-2
17.4,58.0,0.0,1.2,0.95,-3
20.0,30.5,0.0,1.0,1.02,-2
20.7,29.6,0.0,1.0,0.49,-2
20.5,32.3,0.0,1.0,0.82,1
20.5,29.0,0.0,1.0,0.97,-2
20.5,28.2,0.0,1.0,0.53,0
17.4,42.7,0.0,1.0,0.96,-1
19.1,42.2,0.0,1.2,0.84,-2
18.8,39.5,0.0,1.0,0.65,-1
19.4,45.6,0.0,1.0,0.83,-2
18.9,40.2,0.0,1.0,0.55,-1
19.2,36.4,0.0,1.2,0.55,-1
20.0,36.6,0.0,1.2,1.02,-3
19.3,39.4,0.0,1.2,0.4,-2
19.9,29.6,0.0,1.0,0.55,-1
18.4,45.7,0.0,1.2,0.53,-1
19.1,45.1,0.0,1.0,0.75,-1
19.1,46.2,0.0,1.2,0.47,-2
19.3,44.4,0.0,1.0,0.63,-1
19.5,45.4,0.0,1.0,0.8,-2
19.2,43.6,0.0,1.2,0.54,-2
20.5,44.4,0.0,1.0,0.54,-1
20.4,43.8,0.0,1.2,0.94,-2
15.6,65.9,0.0,1.0,0.9,-2
17.2,61.0,0.0,1.2,1.06,-1
16.4,60.2,0.0,1.0,0.71,-1
16.8,57.9,0.0,1.2,0.71,-3
16.4,58.5,0.0,1.2,1.02,-3
16.8,57.9,0.0,1.0,0.83,-1
19.1,45.7,0.0,1.0,0.85,-2
31.7,58.6,0.95,1.0,0.27,-1
31.8,59.4,0.7,1.0,0.28,0
31.8,60.7,0.63,1.0,0.19,0
29.6,30.6,0.52,1.2,0.57,0
32.1,29.1,0.0,1.2,0.5,0
35.9,31.5,0.77,1.2,0.51,1
36.9,36.6,0.45,1.2,0.38,3
30.2,33.6,0.0,1.2,0.4,2
30.2,32.4,0.0,1.2,0.55,-1
36.4,38.0,0.58,1.2,0.5,2
27.5,42.4,0.75,1.2,0.38,-1
29.9,60.9,1.28,1.2,0.48,1
30.3,66.6,0.33,1.2,0.59,0
29.0,68.6,1.18,1.0,0.57,-2
29.4,69.3,0.0,1.2,0.57,-1
29.5,71.7,0.0,1.2,0.57,2
29.9,68.5,0.53,1.2,0.55,1
25.4,45.9,1.1,1.2,0.57,-2
29.0,79.6,1.38,1.0,0.55,1
33.6,57.1,1.13,1.2,0.57,1
25.8,48.4,0.0,1.2,0.4,0
33.0,59.3,0.35,1.0,0.57,1
32.0,68.3,1.25,1.2,0.49,3
40.2,51.0,0.08,1.2,0.57,1
37.1,47.4,1.23,1.2,0.57,1
32.8,56.6,0.0,1.2,0.57,0
25.4,33.2,0.0,1.2,0.4,-2
30.2,65.7,0.0,1.2,0.6,1
31.6,61.8,0.0,1.2,0.5,3
31.6,62.8,0.0,1.2,0.5,2
34.1,47.8,0.8,1.2,0.51,0
35.6,40.2,0.75,1.2,0.59,1
39.3,26.9,0.93,1.0,0.57,3
33.7,37.3,1.05,1.0,0.51,2
26.4,34.7,0.08,1.2,0.57,-1
26.3,32.6,0.1,1.2,0.57,0
26.7,32.9,0.0,1.2,0.57,1
27.0,32.7,0.0,1.2,0.6,-2
28.5,30.3,0.0,1.2,0.51,1
26.8,33.1,0.0,1.2,0.54,0
26.5,33.2,0.1,1.2,0.57,0
24.2,36.9,0.1,1.2,0.51,-1
27.7,32.6,0.03,1.2,0.51,-2
26.2,36.3,0.0,1.2,0.5,-2
24.1,37.5,0.0,1.2,0.4,0
25.4,37.0,0.0,1.2,0.51,0
25.2,35.6,0.0,1.2,0.49,0
32.4,59.7,0.6,1.2,0.5,3
25.6,36.7,0.0,1.2,0.38,-2
28.5,32.6,0.0,1.2,0.5,-2
33.0,38.5,0.08,1.2,0.55,-1
33.0,39.0,0.53,1.2,0.38,2
33.1,38.7,0.0,1.2,0.57,2
33.0,38.3,0.15,1.2,0.38,0
32.9,39.4,0.75,1.2,0.38,-1
32.9,40.4,0.38,1.2,0.58,3
33.0,40.4,1.0,1.2,0.5,0
32.9,40.3,0.0,1.2,0.59,-1
33.1,39.2,0.48,1.2,0.51,1
33.7,31.4,0.31,1.2,0.55,-2
33.5,37.3,0.51,1.2,0.57,0
33.4,37.5,0.35,1.2,0.57,-2
26.0,36.6,0.0,1.2,0.55,-1
26.7,34.3,0.0,1.2,0.57,0
29.4,69.7,0.0,1.2,0.37,0
30.4,69.9,1.6,1.0,0.57,0
30.5,63.1,1.0,1.2,0.51,-1
30.3,63.1,0.35,1.0,0.57,0
30.8,60.2,0.55,1.2,0.57,0
31.2,59.7,0.5,1.0,0.51,0
30.8,57.8,1.45,1.0,0.57,0
31.7,52.9,1.9,1.0,0.57,1
31.7,56.1,0.75,1.2,0.57,0
30.4,66.8,0.98,1.0,0.62,2
30.3,64.2,1.38,1.0,0.62,1
30.5,66.3,0.8,1.0,0.6,1
30.9,67.2,0.95,1.0,0.57,1
31.2,66.0,1.0,1.0,0.57,1
26.9,40.1,0.0,1.2,0.84,0
26.0,42.8,0.0,1.0,0.57,-1
24.7,45.7,0.0,1.0,0.5,1
25.9,47.7,0.0,1.0,0.51,1
27.6,38.5,0.4,1.0,0.57,-2
27.0,41.1,0.45,1.0,0.57,-3
26.8,42.5,0.1,1.0,0.57,0
25.9,42.5,0.25,1.0,0.51,1
26.2,42.0,0.23,1.0,0.61,-2
25.5,43.0,0.25,1.0,0.51,-1
25.7,42.3,0.2,1.0,0.57,-1
26.1,42.5,0.2,1.0,0.57,-2
25.9,42.5,0.0,1.0,0.51,-3
26.8,41.3,0.0,1.0,0.57,-1
26.8,41.6,0.0,1.0,0.57,-2
30.7,62.9,0.65,1.2,0.57,0
30.4,62.1,0.1,1.0,0.6,1
30.5,61.7,0.1,1.0,0.67,0
29.8,61.0,0.1,1.0,0.57,1
28.9,44.2,0.0,1.0,0.57,0
27.3,43.4,0.03,1.2,0.57,0
26.8,64.0,0.0,1.0,0.57,0
30.2,74.8,0.8,1.0,0.57,1
30.0,71.9,1.1,1.2,0.51,1
30.2,72.0,0.34,1.0,0.57,1
31.2,54.7,1.33,1.0,0.57,2
31.4,55.3,0.45,1.0,0.67,1
31.2,55.6,0.28,1.0,0.66,0
30.7,55.5,0.2,1.0,0.59,0
30.7,55.8,1.25,1.2,0.57,1
30.8,81.0,0.9,1.2,0.57,0
28.4,52.8,1.08,1.2,0.57,1
30.4,63.7,1.2,1.0,0.57,0
28.3,52.5,0.35,1.0,0.6,1
28.2,55.0,0.73,1.0,0.57,0
28.7,50.0,0.83,1.0,0.51,-1
28.4,53.9,0.0,1.2,0.51,1
28.7,53.9,0.1,1.0,0.57,-2
28.6,57.0,0.88,1.0,0.67,-1
29.6,71.9,1.18,1.0,0.51,1
28.6,60.4,0.1,1.2,0.67,0
29.4,63.0,1.23,1.0,0.67,-2
29.4,78.1,1.45,1.2,0.57,0
29.6,77.3,1.45,1.0,0.51,0
26.9,44.3,0.0,1.0,0.57,0
29.3,86.6,0.95,1.0,0.57,1
30.0,78.1,1.23,1.0,0.67,0
24.5,56.0,0.68,1.2,0.51,-1
26.8,47.2,0.0,1.0,0.57,-2
27.3,34.2,0.0,1.2,0.57,1
26.6,25.0,0.0,1.2,0.57,-1
31.3,22.5,0.68,1.2,0.57,0
34.7,15.2,0.98,1.2,0.51,0
31.5,29.7,0.7,1.2,0.55,0
31.8,28.0,0.1,1.2,0.38,0
27.7,28.2,0.0,1.2,0.49,3
27.3,28.4,0.0,1.2,0.46,1
26.8,28.7,0.0,1.2,0.48,1
26.6,29.1,0.0,1.2,0.38,1
27.2,29.0,0.2,1.2,0.38,0
26.5,29.0,0.23,1.2,0.38,-1
26.7,29.1,0.1,1.2,0.4,-1
26.9,29.0,0.1,1.2,0.55,0
27.2,29.3,0.53,1.2,0.54,0
27.6,29.1,0.18,1.2,0.58,0
28.3,29.3,0.1,1.2,0.52,0
28.4,29.4,0.1,1.2,0.5,0
27.7,29.2,0.1,1.2,0.55,-2
27.1,28.7,0.1,1.2,0.55,0
27.2,28.7,0.0,1.2,0.55,0
35.9,11.8,0.63,1.2,0.54,3
34.8,10.4,0.38,1.0,0.4,3
34.6,10.6,0.68,1.0,0.28,-1
35.0,11.9,0.78,1.0,0.66,3
22.0,43.7,0.38,1.2,0.57,-1
33.7,26.2,0.85,1.2,0.55,0
31.9,27.8,0.83,1.2,0.51,0
33.7,28.0,0.25,1.2,0.49,0
28.1,40.0,0.57,1.0,0.72,-1
28.6,36.0,0.07,1.0,0.84,1
28.6,36.0,0.07,1.0,0.68,3
28.6,36.0,0.07,1.0,0.7,1
28.6,36.0,0.07,1.0,0.7,2
33.7,28.2,0.0,1.2,0.49,1
33.5,25.4,0.53,1.2,0.55,1
34.1,24.0,0.85,1.2,0.57,3
37.0,25.4,0.0,1.2,0.55,1
34.6,28.4,0.88,1.2,0.57,1
34.7,28.7,1.4,1.2,0.51,1
34.5,28.7,1.08,1.2,0.57,0
35.6,25.6,0.45,1.2,0.48,1
32.4,12.8,0.0,1.0,0.28,0
35.2,26.4,1.03,1.2,0.57,3
28.6,30.8,0.65,1.2,0.51,0
34.3,20.7,0.53,1.2,0.49,1
34.3,20.6,4.28,1.2,0.57,1
34.0,25.4,0.55,1.2,0.49,2
34.5,22.6,1.05,1.2,0.5,1
31.5,22.6,0.45,1.2,0.51,2
31.8,24.2,0.03,1.2,0.55,-1
27.5,26.5,0.28,1.2,0.57,0
31.5,22.6,0.45,1.2,0.55,0
33.4,22.2,0.63,1.2,0.59,2
34.9,21.6,0.03,1.2,0.57,1
34.5,21.9,0.5,1.2,0.57,2
34.7,22.9,0.0,1.2,0.55,1
35.1,29.4,0.55,1.2,0.55,0
27.3,32.9,0.0,1.2,0.57,0
33.0,13.3,0.55,1.2,0.55,-1
35.2,16.4,0.48,1.0,0.66,2
31.5,25.7,0.98,1.2,0.57,-1
31.4,25.7,0.4,1.2,0.57,-2
31.3,25.7,0.4,1.0,0.57,2
31.4,25.7,0.33,1.2,0.51,-1
35.5,19.6,0.65,1.2,0.57,3
34.9,20.5,1.0,1.2,0.57,3
35.0,20.9,0.9,1.2,0.57,2
34.7,22.2,0.0,1.2,0.57,2
35.5,20.0,0.9,1.2,0.75,3
35.2,21.7,0.0,1.2,0.57,1
30.4,20.8,0.43,1.2,0.57,1
37.3,17.3,0.57,1.0,0.57,2
37.0,16.8,0.6,1.2,0.33,0
36.1,20.0,0.1,1.2,0.57,1
36.3,19.8,0.17,1.2,0.49,2
27.1,59.5,0.0,1.2,0.49,0
26.6,34.2,0.0,1.2,0.57,-1
26.2,34.6,0.0,1.2,0.55,0
26.3,34.5,0.0,1.2,0.51,1
26.4,34.5,0.0,1.2,0.49,-1
26.1,34.3,0.0,1.2,0.57,-1
25.9,34.4,0.0,1.2,0.49,-1
25.4,33.8,0.05,1.2,0.57,-1
23.9,35.5,0.1,1.2,0.51,-2
29.4,26.8,0.8,1.2,0.4,0
26.3,25.9,0.0,1.2,0.5,0
25.8,26.1,0.0,1.2,0.55,-1
31.5,25.7,0.98,1.2,0.55,1
34.0,25.1,0.67,1.0,0.51,0
32.9,28.0,1.13,1.2,0.57,2
37.3,13.9,0.1,1.2,0.51,2
32.0,27.5,0.78,1.0,0.72,2
29.9,29.9,0.95,0.8,0.19,-2
35.2,14.9,0.65,0.8,0.4,2
34.3,12.0,0.4,1.0,0.66,-1
34.8,14.1,0.38,1.0,0.28,1
28.4,26.1,0.55,1.0,0.66,0
35.4,14.4,0.5,1.0,0.28,2
28.4,34.6,1.83,1.0,0.55,0
34.4,16.5,0.0,1.0,0.28,1
36.0,21.4,0.58,1.2,0.57,1
36.3,24.7,0.45,1.2,0.57,0
35.5,25.1,0.7,1.2,0.57,3
32.0,17.0,0.0,1.2,0.5,1
27.7,36.0,1.88,1.0,0.39,0
27.1,21.8,0.0,1.2,0.51,0
28.4,21.5,0.18,1.2,0.57,1
23.2,30.6,0.13,1.2,0.57,-1
32.1,23.6,0.0,1.2,0.57,0
32.1,40.6,1.47,1.2,0.57,1
32.4,40.6,0.6,1.2,0.51,1
32.5,40.7,0.0,1.2,0.51,1
32.4,40.9,0.8,1.0,0.57,2
33.4,36.0,0.68,1.2,0.51,1
32.0,32.5,1.13,1.0,0.57,0
33.5,32.9,0.88,1.2,0.57,1
36.2,23.3,0.48,1.2,0.57,1
28.1,21.1,0.0,1.2,0.57,-1
27.4,18.6,0.3,1.0,0.36,-1
23.0,48.0,0.03,1.0,0.57,-1
26.0,50.4,0.0,1.0,0.57,1
30.5,14.5,0.2,1.2,0.57,0
27.6,26.1,0.1,1.2,0.67,0
26.6,25.1,0.0,1.2,0.57,0
31.9,15.5,0.43,1.2,0.67,1
31.2,16.4,0.65,1.2,0.5,1
29.5,16.6,0.0,1.2,0.55,-1
22.2,21.0,0.17,1.2,0.57,-1
26.8,19.8,0.0,1.2,0.57,0
26.7,21.9,0.0,1.2,0.57,0
28.0,22.2,0.0,1.2,0.57,-1
27.1,21.2,0.0,1.2,0.57,-1
29.0,16.3,0.0,1.2,0.57,1
31.9,10.3,1.02,1.2,0.57,1
29.9,35.1,0.0,1.2,0.42,-1
28.5,24.0,0.1,1.2,0.51,0
26.0,30.0,0.1,1.2,0.4,-2
24.0,32.6,0.1,1.2,0.38,0
22.9,31.9,0.1,1.2,0.57,0
25.2,29.4,0.1,1.2,0.4,1
25.0,30.4,0.1,1.2,0.49,-2
25.1,30.2,0.0,1.2,0.52,0
19.0,39.4,0.23,1.2,0.4,0
21.3,36.4,0.23,1.2,0.51,-2
27.6,32.9,0.23,1.2,0.57,-2
28.2,34.4,1.38,1.2,0.57,-2
36.6,34.0,0.6,1.0,0.57,3
35.6,31.4,0.93,1.0,0.57,3
31.2,17.5,0.1,1.2,0.66,2
30.7,17.9,0.1,1.2,0.57,1
26.2,27.4,0.0,1.2,0.57,-1
24.9,27.6,0.0,1.2,0.57,0
30.2,73.5,0.12,1.2,0.28,1
30.6,67.9,1.23,1.2,0.27,2
28.2,45.6,0.0,1.2,0.51,0
32.1,43.6,1.0,1.6,0.57,-1
25.5,51.8,0.0,1.2,0.57,-1
