ta,rh,v,met,clo,thermal_sensation
28.3,42.0,0.02,1.0,0.62,-1
28.3,42.0,0.02,1.0,0.62,-2
27.9,30.0,0.01,1.0,0.68,1
27.9,30.0,0.01,1.0,0.68,3
27.9,30.0,0.01,1.0,0.68,-2
27.9,30.0,0.01,1.0,0.68,-1
31.0,28.0,0.15,1.0,0.68,0
31.0,28.0,0.15,1.0,0.62,3
31.0,28.0,0.15,1.0,0.68,2
25.6,41.0,0.01,1.0,0.72,0
25.6,41.0,0.01,1.0,0.62,0
25.6,41.0,0.01,1.0,0.68,0
25.6,41.0,0.01,1.0,0.62,-2
30.0,41.0,0.25,1.0,0.68,1
30.1,41.0,0.19,1.0,0.68,-2
30.1,41.0,0.19,1.0,0.68,0
30.1,41.0,0.19,1.0,0.88,1
30.1,41.0,0.19,1.0,0.95,1
30.1,41.0,0.19,2.0,0.73,0
30.1,41.0,0.19,1.0,0.95,-1
29.3,41.0,0.12,1.0,0.72,-1
29.3,41.0,0.12,1.0,0.72,0
29.3,41.0,0.12,1.0,0.68,0
29.2,38.0,0.05,1.0,0.68,1
29.2,38.0,0.05,1.0,0.95,0
29.2,38.0,0.05,2.0,0.53,0
30.0,41.0,0.25,1.0,0.68,0
29.2,38.0,0.05,1.0,0.62,0
29.2,38.0,0.05,1.0,0.62,2
29.2,38.0,0.05,1.0,0.68,2
27.2,40.0,0.02,1.0,0.68,2
27.2,40.0,0.02,1.0,0.62,1
27.2,40.0,0.02,1.0,0.68,1
27.2,40.0,0.02,1.0,0.68,-1
27.2,40.0,0.02,1.0,0.68,-1
27.2,40.0,0.02,1.0,0.68,1
27.2,40.0,0.01,1.0,0.63,0
27.2,40.0,0.01,1.0,0.63,2
27.2,40.0,0.01,1.0,0.63,0
27.2,40.0,0.01,1.0,0.62,-1
27.2,40.0,0.01,1.0,0.68,0
29.2,38.0,0.05,1.0,0.95,-2
31.0,28.0,0.15,1.0,0.68,2
25.2,43.0,0.02,1.0,0.68,0
25.2,43.0,0.02,1.0,0.68,-1
28.8,40.0,0.01,1.0,0.68,2
28.8,40.0,0.01,1.0,0.68,2
28.8,40.0,0.01,1.0,0.68,0
28.8,40.0,0.01,1.0,0.68,0
28.8,41.0,0.02,1.0,0.68,2
28.8,41.0,0.02,1.0,0.68,-1
28.8,41.0,0.02,1.0,0.68,-1
28.8,41.0,0.02,1.0,0.68,2
29.2,40.0,0.03,1.0,0.68,-1
29.2,40.0,0.03,1.0,0.95,-1
29.2,40.0,0.03,1.0,0.68,1
29.2,38.0,0.01,1.0,0.68,1
29.2,38.0,0.01,1.0,0.68,2
29.2,38.0,0.01,1.0,0.68,0
29.2,38.0,0.01,1.0,0.95,0
29.2,38.0,0.01,1.0,0.68,1
29.1,39.0,0.02,1.0,0.68,2
29.1,39.0,0.02,1.0,0.68,2
27.2,37.0,0.03,1.0,0.68,-1
26.6,35.0,0.04,1.0,0.68,0
26.6,35.0,0.04,1.0,0.68,-1
26.6,35.0,0.04,1.0,0.68,-1
26.6,35.0,0.04,1.0,0.72,-1
26.6,35.0,0.04,1.0,0.68,-3
25.1,51.0,0.05,1.0,0.68,0
25.1,51.0,0.05,1.0,0.68,0
25.1,51.0,0.05,1.0,0.68,2
28.8,40.0,0.01,1.0,0.68,2
28.9,40.0,0.01,1.0,0.68,3
28.9,40.0,0.01,1.0,0.68,0
28.9,40.0,0.01,1.0,0.68,-2
28.7,46.0,0.18,1.0,0.68,1
28.7,46.0,0.18,1.0,0.68,1
28.2,47.0,0.19,1.0,0.68,2
28.2,47.0,0.19,1.0,0.68,1
28.2,47.0,0.19,1.0,0.68,1
27.8,44.0,0.19,1.0,0.68,0
27.8,44.0,0.19,1.0,0.68,1
27.8,44.0,0.19,1.0,0.68,-2
27.8,44.0,0.19,1.0,0.68,2
27.8,44.0,0.19,1.0,0.68,-1
27.5,42.0,0.13,1.0,0.68,-1
27.5,42.0,0.13,1.0,0.68,2
27.5,42.0,0.13,1.0,0.68,1
25.1,51.0,0.05,1.0,0.68,0
27.5,42.0,0.13,1.0,0.68,-1
26.6,47.0,0.02,1.0,0.68,2
26.6,47.0,0.02,1.0,0.68,-1
26.6,47.0,0.02,1.0,0.68,1
26.6,47.0,0.02,1.0,0.68,1
24.3,52.0,0.15,1.0,0.68,-1
24.6,53.0,0.02,1.0,0.68,1
28.7,41.0,0.02,1.0,0.95,1
28.7,41.0,0.02,1.0,0.68,-1
28.7,41.0,0.02,1.0,0.68,0
28.7,41.0,0.02,1.0,0.68,0
28.7,41.0,0.02,1.0,0.68,1
28.9,40.0,0.01,1.0,0.68,1
28.9,40.0,0.01,1.0,0.68,2
26.6,47.0,0.02,1.0,0.68,1
25.2,43.0,0.02,1.0,0.68,-1
25.1,51.0,0.05,1.0,0.68,-1
25.7,50.0,0.07,1.0,0.68,-2
25.2,40.0,0.05,1.0,0.68,-1
23.9,43.0,0.03,1.0,0.68,-1
23.9,43.0,0.03,1.0,0.68,-1
23.9,43.0,0.03,1.0,0.68,-2
23.9,43.0,0.03,1.0,0.68,-2
23.9,43.0,0.03,1.0,0.68,-2
22.7,44.0,0.0,1.0,0.68,-2
22.7,44.0,0.0,1.0,0.68,-1
22.7,44.0,0.0,1.0,0.68,-1
22.7,44.0,0.0,1.0,0.63,-2
22.7,44.0,0.0,1.0,0.72,-1
22.7,44.0,0.0,1.0,0.68,-2
24.4,45.0,0.0,1.0,0.88,-1
24.4,45.0,0.0,1.0,0.68,0
24.4,45.0,0.0,1.0,0.68,0
24.4,45.0,0.0,1.0,0.72,0
24.4,45.0,0.0,1.0,0.72,0
24.4,45.0,0.0,1.0,0.62,0
25.2,43.0,0.01,1.0,0.68,0
25.2,43.0,0.01,1.0,0.68,1
25.2,43.0,0.01,1.0,0.68,1
25.2,43.0,0.01,1.0,0.68,0
25.2,43.0,0.01,1.0,0.62,1
25.2,43.0,0.01,1.0,0.63,0
25.2,43.0,0.01,1.0,0.68,0
25.2,43.0,0.02,1.0,0.68,-1
25.2,43.0,0.02,1.0,0.68,0
25.2,40.0,0.05,1.0,0.68,-1
25.2,40.0,0.05,1.0,0.68,-1
25.2,40.0,0.05,1.0,0.68,-1
25.2,40.0,0.05,1.0,0.63,0
25.7,50.0,0.07,1.0,0.95,-2
25.7,50.0,0.07,1.0,0.68,2
26.5,52.0,0.01,1.0,0.68,0
26.7,49.0,0.01,1.0,0.62,0
27.2,43.0,0.01,1.0,0.63,0
27.2,43.0,0.01,1.0,0.68,2
27.2,43.0,0.01,1.0,0.68,1
27.2,43.0,0.01,1.0,0.63,1
27.2,43.0,0.01,1.0,0.63,-2
27.2,43.0,0.01,1.0,0.63,3
27.2,43.0,0.01,1.0,0.63,-1
27.3,42.0,0.04,1.0,0.68,2
27.3,42.0,0.04,1.0,0.68,0
25.7,50.0,0.07,1.0,0.68,0
27.4,42.0,0.01,1.0,0.68,-1
26.2,42.0,0.04,1.0,0.72,0
26.2,42.0,0.04,1.0,0.62,0
26.2,42.0,0.04,1.0,0.68,0
26.2,42.0,0.04,1.0,0.68,1
25.5,41.0,0.02,1.0,0.68,-1
25.5,41.0,0.02,1.0,0.68,0
25.5,41.0,0.02,1.0,0.62,0
25.5,41.0,0.02,1.0,0.68,1
25.5,41.0,0.02,1.0,0.68,0
25.5,41.0,0.02,1.0,0.62,-1
25.5,41.0,0.02,1.0,0.68,3
25.5,41.0,0.02,1.0,0.63,0
25.2,40.0,0.05,1.0,0.63,0
27.4,42.0,0.01,1.0,0.68,0
27.8,47.0,0.15,1.0,0.68,1
31.0,28.0,0.15,1.0,0.62,2
31.0,28.0,0.15,1.0,0.72,0
25.0,46.0,0.05,1.0,0.63,-1
25.0,46.0,0.05,1.0,0.68,-2
25.0,46.0,0.05,1.0,0.62,-1
25.0,46.0,0.05,1.0,0.68,2
25.0,46.0,0.05,1.0,0.62,-1
24.6,48.0,0.09,1.0,0.68,3
24.6,48.0,0.09,1.0,0.68,2
24.6,48.0,0.09,1.0,0.68,-2
24.6,48.0,0.09,1.0,0.68,-2
24.6,48.0,0.09,1.0,0.62,-2
24.6,48.0,0.09,1.0,0.68,-1
24.5,46.0,0.07,1.0,0.63,-1
24.5,46.0,0.07,1.0,0.63,1
24.5,46.0,0.07,1.0,0.63,0
24.5,46.0,0.07,1.0,0.68,0
24.5,46.0,0.07,1.0,0.68,-1
24.5,46.0,0.07,1.0,0.62,0
25.4,45.0,0.04,1.0,0.68,2
25.4,45.0,0.04,1.0,0.68,1
25.4,45.0,0.04,1.0,0.68,0
25.4,45.0,0.04,1.0,0.72,2
25.4,45.0,0.04,1.0,0.68,-1
25.4,45.0,0.04,1.0,0.68,2
28.7,47.0,0.21,1.0,0.68,3
26.4,36.0,0.2,1.0,0.63,0
26.4,36.0,0.2,1.0,0.68,3
26.4,36.0,0.2,1.0,0.63,0
25.0,46.0,0.05,1.0,0.68,2
25.5,44.0,0.11,1.0,0.68,0
25.5,44.0,0.11,1.0,0.68,1
25.5,44.0,0.11,1.0,0.68,-1
25.0,39.0,0.19,1.0,0.68,0
25.0,39.0,0.19,1.0,0.62,1
25.0,39.0,0.19,1.0,0.72,1
25.0,39.0,0.19,1.0,0.68,-1
25.0,39.0,0.19,1.0,0.68,3
25.0,39.0,0.19,1.0,0.63,-1
26.4,35.0,0.17,1.0,0.72,-1
26.4,35.0,0.17,1.0,0.88,-2
26.4,35.0,0.17,1.0,0.63,0
27.1,43.0,0.08,1.0,0.68,3
27.1,43.0,0.08,1.0,0.68,0
27.1,43.0,0.08,1.0,0.68,2
27.1,43.0,0.08,1.0,0.63,-2
26.4,36.0,0.2,1.0,0.68,1
27.1,43.0,0.08,1.0,0.68,1
27.1,43.0,0.08,1.0,0.68,0
27.0,43.0,0.13,1.0,0.68,2
27.0,43.0,0.13,1.0,0.68,-1
27.0,43.0,0.13,1.0,0.63,1
27.0,43.0,0.13,1.0,0.63,0
27.0,43.0,0.13,1.0,0.72,0
27.0,43.0,0.13,1.0,0.68,-2
27.0,43.0,0.13,1.0,0.68,-1
25.5,44.0,0.11,1.0,0.68,-1
25.5,44.0,0.11,1.0,0.68,-1
25.5,44.0,0.11,1.0,0.68,3
25.5,44.0,0.11,1.0,0.68,0
25.5,44.0,0.11,1.0,0.68,-2
27.1,43.0,0.08,1.0,0.68,-1
26.0,35.0,0.18,1.0,0.63,0
28.7,47.0,0.21,1.0,0.68,3
28.7,47.0,0.21,1.0,0.72,2
30.1,34.0,0.04,1.0,0.63,2
30.1,34.0,0.04,1.0,0.63,1
30.1,34.0,0.04,1.0,0.63,-1
35.1,23.0,0.08,1.0,0.63,3
35.1,23.0,0.08,1.0,0.63,3
35.1,23.0,0.08,1.0,0.63,3
35.1,23.0,0.08,1.0,0.62,3
35.1,23.0,0.08,1.0,0.68,3
35.1,23.0,0.08,1.0,0.68,1
34.9,25.0,0.11,1.0,0.68,3
34.9,25.0,0.11,1.0,0.63,2
34.9,25.0,0.11,1.0,0.63,3
34.9,25.0,0.11,1.0,0.68,3
34.9,25.0,0.11,1.0,0.68,3
30.9,25.0,0.01,1.0,0.68,2
30.9,25.0,0.01,1.0,0.63,0
30.9,25.0,0.01,1.0,0.68,3
30.9,25.0,0.01,1.0,0.68,3
30.9,25.0,0.01,1.0,0.68,2
29.2,28.0,0.13,1.0,0.68,0
29.2,28.0,0.13,1.0,0.68,0
29.2,28.0,0.13,1.0,0.68,1
36.5,20.0,0.05,1.0,0.63,3
36.5,20.0,0.05,1.0,0.63,3
36.5,20.0,0.05,1.0,0.68,3
36.5,20.0,0.05,1.0,0.68,3
36.5,20.0,0.05,1.0,0.68,3
30.1,34.0,0.04,1.0,0.68,1
30.1,34.0,0.04,1.0,0.63,-1
30.1,34.0,0.04,1.0,0.63,1
30.1,34.0,0.04,1.0,0.62,0
28.7,47.0,0.21,1.0,0.68,3
28.7,47.0,0.21,1.0,0.68,-1
28.7,47.0,0.21,1.0,0.68,3
28.7,47.0,0.21,1.0,0.63,1
28.7,33.0,0.12,1.0,0.68,0
28.7,33.0,0.12,1.0,0.68,2
28.7,33.0,0.12,1.0,0.62,1
27.1,35.0,0.14,1.0,0.62,0
27.1,35.0,0.14,1.0,0.68,0
27.1,35.0,0.14,1.0,0.68,0
28.0,36.0,0.08,1.0,0.68,3
28.0,36.0,0.08,1.0,0.68,3
28.0,36.0,0.08,1.0,0.62,2
28.7,47.0,0.21,1.0,0.68,3
28.0,36.0,0.08,1.0,0.68,1
26.0,34.0,0.05,1.0,0.68,3
26.0,34.0,0.05,1.0,0.62,0
26.0,34.0,0.05,1.0,0.68,0
26.0,34.0,0.05,1.0,0.62,-1
26.0,34.0,0.05,1.0,0.68,1
26.0,36.0,0.04,1.0,0.68,-1
26.0,36.0,0.04,1.0,0.62,-1
26.0,36.0,0.04,1.0,0.68,-1
26.0,36.0,0.04,1.0,0.68,-1
26.0,36.0,0.04,1.0,0.63,-2
26.4,36.0,0.09,1.0,0.68,0
26.4,36.0,0.09,1.0,0.68,0
26.4,36.0,0.09,1.0,0.68,-1
28.0,36.0,0.08,1.0,0.95,1
31.0,28.0,0.15,1.0,0.72,3
26.0,35.0,0.18,1.0,0.63,0
26.0,35.0,0.18,1.0,0.68,-1
29.1,29.0,0.0,1.0,0.68,3
29.6,29.0,0.04,1.0,0.68,3
29.6,29.0,0.04,1.0,0.62,3
29.6,29.0,0.04,1.0,0.68,2
29.6,29.0,0.04,1.0,0.62,3
29.6,29.0,0.04,1.0,0.62,3
25.3,34.0,0.03,1.0,0.68,-2
25.3,34.0,0.03,1.0,0.63,-2
25.3,34.0,0.03,1.0,0.68,1
25.3,34.0,0.03,1.0,0.68,-1
25.4,33.0,0.04,1.0,0.68,0
25.4,33.0,0.04,1.0,0.68,-1
25.4,33.0,0.04,1.0,0.62,-1
25.4,33.0,0.04,1.0,0.62,-1
25.4,33.0,0.04,1.0,0.62,-2
25.4,33.0,0.04,1.0,0.68,-1
32.1,23.0,0.15,1.0,0.68,3
32.1,23.0,0.15,1.0,0.68,2
32.1,23.0,0.15,1.0,0.63,2
32.1,23.0,0.15,1.0,0.63,2
31.5,24.0,0.2,1.0,0.63,0
31.5,24.0,0.2,1.0,0.62,0
31.5,24.0,0.2,1.0,0.63,-1
31.5,24.0,0.2,1.0,0.62,3
31.5,24.0,0.2,1.0,0.68,2
32.9,20.0,0.12,1.0,0.62,3
32.9,20.0,0.12,1.0,0.62,3
29.1,29.0,0.0,1.0,0.68,3
29.1,29.0,0.0,1.0,0.62,2
29.1,29.0,0.0,1.0,0.63,1
29.1,29.0,0.0,1.0,0.68,3
30.4,27.0,0.2,1.0,0.68,2
30.4,27.0,0.2,1.0,0.63,1
30.4,27.0,0.2,1.0,0.68,1
30.2,29.0,0.14,1.0,0.62,0
30.2,29.0,0.14,1.0,0.62,-1
30.2,29.0,0.14,1.2,0.62,1
30.2,29.0,0.14,1.0,0.62,1
30.7,28.0,0.25,1.0,0.62,2
30.7,28.0,0.25,1.0,0.68,1
30.7,28.0,0.25,1.0,0.62,3
30.7,28.0,0.25,1.0,0.62,2
30.7,28.0,0.25,1.0,0.68,3
31.3,23.0,0.23,1.0,0.62,0
32.9,20.0,0.12,1.0,0.68,3
31.3,23.0,0.23,1.0,0.62,1
32.6,35.0,0.33,1.0,0.72,3
32.6,35.0,0.33,1.0,0.72,3
32.6,35.0,0.33,1.2,0.63,0
30.8,20.0,0.13,1.0,0.62,2
30.8,20.0,0.13,1.0,0.62,2
30.8,20.0,0.13,1.2,0.62,1
30.8,20.0,0.13,1.0,0.62,2
32.7,19.0,0.35,1.0,0.62,3
32.7,19.0,0.35,1.0,0.62,1
32.7,19.0,0.35,1.0,0.68,0
32.7,19.0,0.35,1.0,0.62,2
32.7,19.0,0.35,1.0,0.68,3
29.1,29.0,0.0,1.0,0.68,3
32.6,35.0,0.33,1.0,0.62,-1
26.0,35.0,0.18,1.0,0.68,-1
32.9,20.0,0.12,1.0,0.72,1
32.9,20.0,0.12,1.0,0.72,3
30.6,34.0,0.12,1.0,0.68,1
30.6,34.0,0.12,1.0,0.68,2
30.6,34.0,0.12,1.0,0.68,2
30.6,34.0,0.12,1.0,0.68,2
30.6,34.0,0.12,1.0,0.68,-1
30.6,34.0,0.12,1.0,0.68,2
25.3,42.0,0.08,1.0,0.72,2
25.3,42.0,0.08,1.0,0.72,-2
25.3,42.0,0.08,1.0,0.68,1
25.3,42.0,0.08,1.0,0.72,-1
25.3,42.0,0.08,1.0,0.68,0
25.3,42.0,0.08,1.0,0.63,-1
25.3,42.0,0.08,1.0,0.68,3
34.3,19.0,0.21,1.0,0.68,3
34.3,19.0,0.21,1.0,0.68,3
34.3,19.0,0.21,1.0,0.63,3
32.1,37.0,0.15,1.0,0.72,3
32.1,37.0,0.15,1.0,0.68,-1
32.1,37.0,0.15,1.0,0.72,3
26.7,32.0,0.24,1.0,0.68,-1
26.7,32.0,0.24,1.0,0.68,-2
26.7,32.0,0.24,1.0,0.63,-2
26.7,32.0,0.24,1.0,0.72,-1
26.7,32.0,0.24,1.0,0.62,-1
26.7,32.0,0.24,1.0,0.68,0
26.0,35.0,0.18,1.0,0.68,-1
26.0,35.0,0.18,1.0,0.68,0
30.2,36.0,0.05,1.0,0.68,1
30.2,36.0,0.05,1.0,0.68,0
30.2,36.0,0.05,1.0,0.68,1
30.2,36.0,0.05,1.0,0.68,1
32.9,20.0,0.12,1.0,0.68,2
32.9,20.0,0.12,1.0,0.68,3
32.9,20.0,0.12,1.0,0.68,2
32.9,20.0,0.12,1.0,0.68,-1
32.9,20.0,0.12,1.0,0.62,3
31.2,20.0,0.15,1.0,0.68,2
31.2,20.0,0.15,1.0,0.68,1
31.2,20.0,0.15,1.0,0.68,2
31.2,20.0,0.15,1.0,0.63,2
31.2,20.0,0.15,1.0,0.63,2
31.2,20.0,0.15,1.0,0.68,2
31.2,20.0,0.15,1.0,0.68,2
29.9,20.0,0.15,1.0,0.68,0
32.9,20.0,0.12,1.0,0.72,3
31.2,20.0,0.15,1.0,0.62,3
25.7,40.0,0.04,1.0,0.72,2
25.7,40.0,0.04,1.0,0.63,-1
25.7,40.0,0.04,1.0,0.68,0
25.7,40.0,0.04,1.0,0.63,3
25.7,40.0,0.04,1.0,0.68,1
25.7,40.0,0.04,1.0,0.63,-1
25.7,40.0,0.04,1.0,0.62,-1
28.6,37.0,0.23,1.0,0.68,1
28.6,37.0,0.23,1.0,0.62,0
28.6,37.0,0.23,1.0,0.68,1
30.2,36.0,0.05,1.0,0.68,2
30.2,36.0,0.05,1.0,0.68,-1
30.2,36.0,0.05,1.0,0.68,3
25.7,40.0,0.04,1.0,0.68,-1
31.1,30.0,0.55,1.0,0.68,1
25.2,53.0,0.09,1.0,0.68,-1
25.4,54.0,0.11,1.0,0.72,-1
26.0,48.0,0.3,1.0,0.64,2
26.0,48.0,0.3,1.0,0.72,2
26.0,48.0,0.3,1.0,0.62,-1
26.0,48.0,0.3,1.0,0.64,3
26.0,48.0,0.3,1.0,0.72,-1
26.8,46.0,0.05,1.0,0.72,0
26.8,46.0,0.05,1.0,0.7,-1
26.8,46.0,0.05,1.0,0.72,3
26.8,46.0,0.05,1.0,0.66,-1
26.8,46.0,0.05,1.0,0.64,-1
26.8,46.0,0.05,1.0,0.68,0
26.5,48.0,0.37,1.0,0.72,0
26.5,48.0,0.37,1.0,0.97,0
26.5,48.0,0.37,1.0,0.88,-1
26.5,48.0,0.37,1.0,0.64,-1
26.5,48.0,0.37,1.0,0.64,1
26.5,48.0,0.37,1.0,0.7,0
27.2,48.0,0.01,1.0,0.64,0
27.2,48.0,0.01,1.0,0.62,0
27.2,48.0,0.01,1.0,0.66,0
27.2,48.0,0.01,1.0,0.72,0
27.3,47.0,0.28,1.0,0.7,2
27.3,47.0,0.28,1.0,0.66,-1
27.3,47.0,0.28,1.0,0.66,0
27.4,46.0,0.18,1.0,0.7,1
27.4,46.0,0.18,1.2,0.66,0
27.3,44.0,0.01,1.0,0.72,-1
26.0,48.0,0.3,1.0,0.66,-1
26.5,45.0,0.04,1.0,0.66,2
26.5,48.0,0.02,1.2,0.72,2
26.5,48.0,0.02,1.2,0.72,1
25.6,46.0,0.14,1.0,0.63,-1
25.6,46.0,0.14,1.0,0.82,2
25.6,46.0,0.14,1.0,0.62,-1
25.4,46.0,0.05,1.0,0.62,-1
25.4,46.0,0.05,1.0,0.62,-1
25.4,46.0,0.05,1.0,0.62,-1
25.4,46.0,0.05,1.0,0.62,-2
25.4,46.0,0.05,1.0,0.68,0
25.4,46.0,0.05,1.0,0.62,-2
25.5,46.0,0.01,1.0,0.62,-1
25.5,46.0,0.01,1.0,0.62,-1
25.5,46.0,0.01,1.0,0.73,-2
25.5,46.0,0.01,1.0,0.62,-1
25.5,46.0,0.01,1.0,0.73,0
26.8,59.0,0.08,1.0,0.73,0
26.8,59.0,0.08,1.0,0.62,-1
26.8,59.0,0.08,1.0,0.62,-1
26.8,59.0,0.08,1.0,0.63,-2
27.3,46.0,0.14,1.0,0.66,1
27.3,46.0,0.14,1.0,0.7,3
27.3,46.0,0.14,1.0,0.66,3
27.3,46.0,0.14,1.0,0.7,2
27.3,46.0,0.14,1.0,0.73,0
27.3,46.0,0.14,1.0,0.7,0
26.5,48.0,0.02,1.0,0.68,3
26.5,48.0,0.02,1.0,0.62,0
26.5,48.0,0.02,1.0,0.62,2
26.5,48.0,0.02,1.2,0.72,1
26.9,46.0,0.58,1.0,0.62,3
27.0,45.0,0.16,1.0,0.75,-1
27.0,45.0,0.16,1.0,0.7,-2
23.7,57.0,0.03,1.0,0.75,-1
23.7,57.0,0.03,1.0,0.68,0
25.4,55.0,0.01,1.0,0.72,-1
25.4,55.0,0.01,1.0,0.72,-1
25.4,55.0,0.01,1.0,0.66,-1
25.4,55.0,0.01,1.0,0.72,-1
25.6,53.0,0.03,1.0,0.84,-2
25.6,53.0,0.03,1.0,0.84,-1
25.6,53.0,0.03,1.0,0.72,-1
25.6,53.0,0.03,1.0,0.84,3
25.6,53.0,0.03,1.0,0.84,3
23.0,55.0,0.31,1.0,0.72,-1
23.0,55.0,0.31,1.0,0.72,-1
23.0,55.0,0.31,1.2,0.72,3
23.0,55.0,0.31,1.0,0.72,1
23.0,55.0,0.31,1.0,0.72,1
23.0,55.0,0.31,1.0,0.84,-1
23.0,55.0,0.31,1.0,0.7,-2
23.0,55.0,0.31,1.0,0.72,-2
25.5,49.0,0.02,1.0,0.75,0
25.5,49.0,0.02,1.0,0.72,0
25.5,49.0,0.02,1.0,0.66,-1
25.5,49.0,0.02,1.0,0.72,2
25.5,49.0,0.02,1.0,0.72,-1
25.5,49.0,0.02,1.0,0.68,3
26.1,48.0,0.11,1.0,0.72,0
26.1,48.0,0.11,1.0,0.7,0
23.7,57.0,0.03,1.0,0.72,-3
23.3,56.0,0.82,1.0,0.72,2
29.3,56.0,0.04,1.0,0.64,1
29.3,56.0,0.04,1.0,0.64,3
27.0,45.0,0.16,1.0,0.84,-2
27.0,45.0,0.16,1.0,0.7,0
26.0,47.0,0.08,1.0,0.64,-1
26.0,47.0,0.08,1.0,0.64,-1
26.0,47.0,0.08,1.0,0.66,-2
26.0,47.0,0.08,1.0,0.7,1
26.0,47.0,0.08,1.0,0.66,1
26.0,47.0,0.08,1.0,0.7,-2
27.6,54.0,0.55,1.0,0.66,2
27.6,54.0,0.55,1.0,0.66,3
27.6,54.0,0.55,1.0,0.72,0
29.9,61.0,0.13,1.0,0.66,1
29.9,61.0,0.13,1.0,0.66,0
25.6,46.0,0.14,1.0,0.62,-2
29.9,61.0,0.13,1.0,0.72,2
29.9,61.0,0.13,1.0,0.72,2
29.9,61.0,0.13,1.0,0.66,1
29.9,61.0,0.13,1.0,0.66,2
29.5,56.0,0.01,1.0,0.72,1
29.5,56.0,0.01,1.0,0.64,1
29.5,56.0,0.01,2.0,0.49,0
29.5,57.0,0.01,1.0,0.72,3
29.9,58.0,0.26,1.0,0.72,1
29.9,58.0,0.26,1.0,0.72,0
28.8,55.0,0.06,1.0,0.66,0
28.8,55.0,0.06,1.0,0.66,0
29.1,56.0,0.01,1.0,0.64,3
29.3,56.0,0.04,1.0,0.75,3
29.9,61.0,0.13,1.0,0.72,2
25.6,46.0,0.14,1.2,0.73,3
25.6,46.0,0.14,1.2,0.68,0
26.3,45.0,0.01,1.2,0.62,2
33.0,61.0,0.64,1.0,0.7,2
33.0,61.0,0.64,1.0,0.7,2
33.0,61.0,0.64,1.0,0.75,3
33.0,61.0,0.64,1.0,0.72,2
33.0,61.0,0.64,1.0,0.75,2
33.0,61.0,0.64,1.0,0.64,2
25.8,53.0,0.27,1.0,0.68,-1
25.8,53.0,0.27,1.0,0.62,-1
25.8,53.0,0.27,1.0,0.62,-2
25.8,53.0,0.27,1.0,0.73,-1
25.8,53.0,0.27,1.0,0.68,2
25.8,53.0,0.27,1.0,0.62,0
25.8,53.0,0.27,1.0,0.62,-1
24.0,57.0,0.25,1.0,0.62,-1
24.0,57.0,0.25,1.0,0.68,-2
24.0,57.0,0.25,1.0,0.62,0
24.0,57.0,0.25,1.0,0.68,-1
24.0,57.0,0.25,1.0,0.62,-2
24.0,57.0,0.25,1.0,0.62,3
25.8,56.0,0.29,1.0,0.62,-1
25.8,56.0,0.29,1.0,0.62,0
25.8,56.0,0.29,1.0,0.62,-1
25.8,54.0,0.29,1.0,0.62,-2
25.8,54.0,0.29,1.0,0.62,-1
25.3,53.0,0.37,1.0,0.62,-1
27.0,54.0,0.03,1.0,0.7,0
27.0,54.0,0.03,1.0,0.64,1
34.0,56.0,1.43,1.0,0.7,1
34.0,56.0,1.43,1.0,0.72,3
34.0,56.0,1.43,1.0,0.66,0
34.0,56.0,1.43,1.0,0.75,1
26.7,56.0,0.07,1.0,0.62,2
26.5,56.0,0.06,1.0,0.68,-2
26.6,50.0,0.47,1.0,0.73,-3
26.6,50.0,0.47,1.0,0.62,2
26.6,50.0,0.47,1.0,0.62,-2
26.6,50.0,0.47,1.0,0.62,0
26.6,50.0,0.47,1.0,0.62,-1
26.6,50.0,0.47,1.0,0.73,0
26.5,52.0,0.12,1.0,0.62,-1
26.5,52.0,0.12,1.0,0.62,-2
26.5,52.0,0.19,1.0,0.62,-1
26.5,52.0,0.19,1.0,0.62,0
32.3,64.0,0.66,1.0,0.62,1
27.0,54.0,0.03,1.0,0.65,1
32.3,64.0,0.66,1.0,0.7,0
32.3,64.0,0.66,1.0,0.7,1
33.7,58.0,0.78,1.0,0.84,2
33.7,58.0,0.78,1.0,0.84,1
33.7,58.0,0.78,1.0,0.84,3
33.4,58.0,0.53,1.0,0.82,3
33.4,58.0,0.53,1.0,0.82,3
33.4,58.0,0.53,1.0,0.68,2
33.4,58.0,0.53,1.0,0.66,1
33.4,58.0,0.53,1.0,0.64,3
26.5,56.0,0.06,1.0,0.62,-2
34.0,56.0,1.43,1.0,0.7,1
34.0,56.0,1.43,1.0,0.75,3
34.0,56.0,1.43,1.0,0.64,2
32.3,64.0,0.66,1.0,0.95,2
23.4,48.0,0.04,1.0,0.7,1
27.0,54.0,0.03,1.0,0.75,0
27.0,54.0,0.03,1.2,0.65,-2
28.2,44.0,0.03,1.0,0.59,-1
28.1,46.0,0.03,2.0,0.58,0
28.1,46.0,0.03,1.0,0.62,-1
28.1,46.0,0.03,1.0,0.62,1
28.1,46.0,0.03,1.0,0.62,2
28.1,46.0,0.03,1.0,0.82,1
28.1,46.0,0.03,1.0,0.63,-1
24.6,46.0,0.41,1.0,0.62,-2
24.6,46.0,0.41,1.0,0.62,0
24.6,46.0,0.41,1.0,0.62,0
24.6,46.0,0.41,1.0,0.62,-1
24.6,46.0,0.41,1.0,0.62,0
32.6,65.0,0.44,1.2,0.62,1
32.6,65.0,0.44,1.2,0.62,3
32.6,65.0,0.44,1.2,0.62,3
